query	label	table
i want to stay in a expensive Resort on 24 January for 3 days near Manu Temple 	O O O O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i want to stay in a cheap Homestay on 25 November 2085 for 8 days near Jaigarh Fort 	O O O O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i want to stay in a expensive Country houses on 11 December for twenty nine days near Chatram Bus Stand 	O O O O O O  B-cost_relative B-hotel_type I-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want to stay in a cheap Farm stay on twenty five March for 25 days near Aga Khan Palace 	O O O O O O  B-cost_relative B-hotel_type I-hotel_type O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want to stay in a expensive motel on 4 September 2035 for twenty seven days near Viviana Mall 	O O O O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i want to stay in a expensive lodge on 16 April 2043 for twenty five days near Victoria Memorial 	O O O O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i want to stay in a cheap Economy hotels on 14 July for eleven days near  Infantaria 	O O O O O O  B-cost_relative B-hotel_type I-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark 
i want to stay in a cheap Apartment on 11 January for 3 days near Mysore Palace 	O O O O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i want to stay in a expensive suite on sixteen September 2089 for twenty three days near Shree Swaminarayan Temple 	O O O O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark 
book me a expensive suite on 1 October for 23 days near Bhojpur	O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a expensive Hostel on eighteen April for thirteen days near Koppal	O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a cheap Economy hotels on 5 March for 20 days near Shahjahanpur	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a cheap inn on eleven April 2014 for 23 days near Chamaraja-Nagar	O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a expensive Chalet on twenty two July 2098 for fourteen days near Bhandara	O O O  B-cost_relative B-hotel_type O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a expensive Campsite on eighteen May for twenty five days near Saharsa	O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
book me a cheap motel on thirty one September 2078 for 27 days near Hobur	O O O  B-cost_relative B-hotel_type O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a cheap lodge on 6 July 2049 for fifteen days near Cuddalore	O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a cheap Holiday parks on seventeen May 2040 for 3 days near Patna	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
book me a expensive Hostel on 17 August 2065 for twenty five days near Anantpur	O O O  B-cost_relative B-hotel_type O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
for ninteen days on 30 September 2074 near Mahabaleshwar Temple  find a expensive stay in lodge	O  B-days  I-days  O  B-day_number  B-month_name B-year  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for 7 days on 5 October 2072 near Anjuna Flea Market  find a expensive stay in Chalet	O  B-days  I-days  O  B-day_number  B-month_name B-year  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for twenty four days on 16 November 2034 near Bapu Bazar  find a cheap stay in Holiday homes	O  B-days  I-days  I-days  O  B-day_number  B-month_name B-year  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
for 29 days on twenty nine November 2041 near MG Road  find a cheap stay in motel	O  B-days  I-days  O  B-day_number  I-day_number  B-month_name B-year  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for 26 days on three March 2096 near ISKCON Temple  find a cheap stay in Lodge	O  B-days  I-days  O  B-day_number  B-month_name B-year  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for 15 days on seven December near Tibetan Monastery  find a cheap stay in Love hotel	O  B-days  I-days  O  B-day_number  B-month_name  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
for four days on 8 April near Margao Railway Station  find a cheap stay in villam	O  B-days  I-days  O  B-day_number  B-month_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for 20 days on twenty two June 2095 near Club Cubana  find a expensive stay in inn	O  B-days  I-days  O  B-day_number  I-day_number  B-month_name B-year  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for 23 days on twenty six November near Nehru Park  find a expensive stay in motel	O  B-days  I-days  O  B-day_number  I-day_number  B-month_name  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
for thirty days on eleven May near Koodal Azhagar Temple  find a cheap stay in Apartment	O  B-days  I-days  O  B-day_number  B-month_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Bareilly for twenty two days on nine May and preferably homestay	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Curchorem for fifteen days on 19 March 2035 and preferably Hostel	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  O  B-day_number  B-month_name B-year  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Dhubri for 11 days on eight March and preferably Country houses	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type I-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
i am looking for a expensive stay in Jp-Nagar for twenty six days on 14 October 2069 and preferably Love hotel	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  I-days  O  B-day_number  B-month_name B-year  O O B-hotel_type I-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
i am looking for a cheap stay in Chandrapur for twenty four days on 25 April and preferably Motel	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Nagpur for 15 days on 30 March and preferably homestay	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Patan for twenty three days on seventeen January and preferably Resort	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Saharsa for 5 days on seven October and preferably Campsite	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Osmanabad for 9 days on thirty May 2087 and preferably Homestay	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  O  B-day_number  B-month_name B-year  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Dhamtari for 19 days on 17 March and preferably homestay	O O O O O  B-cost_relative O O B-city_name  O  B-days  I-days  O  B-day_number  B-month_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> <NOTABLE> B-hotel_type
i want a cheap Apartment for Edward Hernandez on friday near The Mall Road 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a cheap Resort for Joann Cortez on tuesday near Parmarth Niketan Ashram 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a cheap Holiday homes for Nicholas Jensen on saturday near Kingdom of Dreams 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a expensive Luxury tents for Colton Herrera on thursday near Rishikesh Railway Station 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a cheap Luxury tents for Alexander Hendrix on wednesday near Chapora Fort 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark 
i want a expensive Country houses for Lisa May on thursday near Express Avenue Mall 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a cheap Guest house for Roger Richmond on wednesday near Commercial Street 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark 
i want a expensive Love hotel for John Williams on monday near Mehrangarh Fort 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark 
i want a cheap Love hotel for Janet Irwin on sunday near Abbi Falls 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark 
i want a expensive Villa for Luis Wallace on sunday near Sivagiri Mutt 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O B-day_name O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-day_name <NOTABLE>  B-landmark  I-landmark 
